txn_id,txn_date,txn_time,txn_datetime,txn_type,sender_id,receiver_id,merchant_id,merchant_category,amount,payment_mode,bank_name,status,is_fraud_flag,device_type
TXN002349,2024-09-11,18:42:16,2024-09-11 18:42:16,P2P,U0254,U0125,,,1408.79,UPI,PNB,Success,0,Android
TXN002350,2024-08-27,19:52:39,2024-08-27 19:52:39,P2M,U0237,,M012,Grocery,730.62,UPI,ICICI,Success,0,Android
TXN002351,2024-01-31,14:20:24,2024-01-31 14:20:24,P2P,U0195,U0290,,,460.5,UPI,Kotak,Success,0,iOS
TXN002352,2024-10-01,17:31:40,2024-10-01 17:31:40,P2M,U0096,,M016,Grocery,269.86,UPI Lite,Yes Bank,Success,0,iOS
TXN002353,2023-05-10,20:31:59,2023-05-10 20:31:59,Bill Payment,U0058,,M064,Insurance,732.6,UPI,Axis,Success,0,Android
TXN002354,2023-02-11,18:47:05,2023-02-11 18:47:05,P2P,U0132,U0157,,,2486.54,UPI,IDFC First,Pending,0,iOS
TXN002355,2023-04-23,00:32:35,2023-04-23 00:32:35,Bill Payment,U0151,,M017,Grocery,1081.6,Wallet,Canara,Success,0,Android
TXN002356,2023-03-05,21:51:02,2023-03-05 21:51:02,P2M,U0110,,M076,Grocery,955.66,UPI Lite,Bank of Baroda,Success,0,iOS
TXN002357,2024-01-04,12:34:54,2024-01-04 12:34:54,P2M,U0157,,M058,Entertainment,1216.97,UPI,HDFC,Success,0,Android
TXN002358,2024-12-17,21:01:16,2024-12-17 21:01:16,P2P,U0181,U0162,,,989.02,Wallet,IDFC First,Success,0,Android
TXN002359,2024-06-09,22:33:59,2024-06-09 22:33:59,P2M,U0154,,M072,Education,970.08,UPI Lite,Bank of Baroda,Failed,0,Android
TXN002360,2023-03-24,03:40:17,2023-03-24 03:40:17,P2M,U0058,,M049,Entertainment,151.88,Wallet,Axis,Success,0,Web
TXN002361,2024-02-24,19:30:44,2024-02-24 19:30:44,P2M,U0047,,M022,Shopping,6482.3,UPI Lite,HDFC,Pending,0,Android
TXN002362,2024-03-07,20:38:22,2024-03-07 20:38:22,P2M,U0275,,M053,Travel,3978.43,UPI Lite,Canara,Success,0,iOS
TXN002363,2024-12-06,03:38:11,2024-12-06 03:38:11,P2P,U0238,U0195,,,9991.32,Wallet,Canara,Success,0,Android
TXN002364,2024-03-09,00:22:16,2024-03-09 00:22:16,P2P,U0119,U0225,,,8217.6,UPI Lite,IDFC First,Pending,0,Android
TXN002365,2023-12-06,13:41:09,2023-12-06 13:41:09,P2P,U0150,U0291,,,1349.76,UPI,Yes Bank,Success,0,Android
TXN002366,2024-07-21,06:56:21,2024-07-21 06:56:21,Bill Payment,U0271,,M026,Grocery,2086.58,UPI,Yes Bank,Success,0,iOS
TXN002367,2023-07-28,22:48:45,2023-07-28 22:48:45,Wallet Load,U0143,,,,2000.0,Wallet,Bank of Baroda,Success,0,Android
TXN002368,2023-04-02,02:02:26,2023-04-02 02:02:26,Wallet Load,U0259,,,,200.0,UPI Lite,ICICI,Success,0,Android
TXN002369,2023-01-08,13:20:58,2023-01-08 13:20:58,P2M,U0096,,M019,Shopping,5772.44,UPI,Yes Bank,Pending,0,iOS
TXN002370,2023-09-13,10:16:23,2023-09-13 10:16:23,P2M,U0076,,M002,Grocery,1205.98,UPI,Axis,Success,0,Android
TXN002371,2024-09-08,03:48:02,2024-09-08 03:48:02,P2P,U0281,U0266,,,3800.19,UPI Lite,Kotak,Success,0,Web
TXN002372,2024-02-05,21:52:55,2024-02-05 21:52:55,P2M,U0057,,M079,Insurance,739.05,UPI Lite,ICICI,Success,0,Web
TXN002373,2023-01-18,23:24:37,2023-01-18 23:24:37,P2P,U0061,U0208,,,7993.3,UPI,Canara,Success,0,Android
TXN002374,2024-01-20,01:37:42,2024-01-20 01:37:42,Bill Payment,U0078,,M031,Grocery,866.55,Wallet,Kotak,Success,0,iOS
TXN002375,2024-07-28,18:50:07,2024-07-28 18:50:07,P2M,U0273,,M074,Insurance,36474.41,UPI,Yes Bank,Failed,1,Android
TXN002376,2023-03-05,20:19:41,2023-03-05 20:19:41,Bill Payment,U0154,,M070,Entertainment,4947.16,UPI Lite,Bank of Baroda,Failed,0,Android
TXN002377,2023-02-01,13:24:24,2023-02-01 13:24:24,Wallet Load,U0199,,,,200.0,UPI Lite,Canara,Success,0,iOS
TXN002378,2024-06-15,12:13:09,2024-06-15 12:13:09,Wallet Load,U0264,,,,500.0,Wallet,PNB,Success,0,Android
TXN002379,2023-03-16,15:49:50,2023-03-16 15:49:50,P2P,U0126,U0229,,,870.7,UPI,PNB,Success,0,Android
TXN002380,2023-09-14,02:32:23,2023-09-14 02:32:23,Bill Payment,U0285,,M048,Recharge & Bills,3532.65,UPI Lite,Axis,Success,0,Web
TXN002381,2024-09-17,04:47:37,2024-09-17 04:47:37,P2M,U0010,,M025,Entertainment,990.29,Wallet,Kotak,Success,0,Android
TXN002382,2023-12-13,18:56:51,2023-12-13 18:56:51,Bill Payment,U0143,,M053,Travel,2173.36,UPI Lite,Bank of Baroda,Success,0,Android
TXN002383,2023-12-02,11:59:26,2023-12-02 11:59:26,P2M,U0298,,M035,Travel,12975.81,UPI,Kotak,Success,0,Android
TXN002384,2024-02-23,17:05:01,2024-02-23 17:05:01,P2P,U0009,U0072,,,7078.08,UPI Lite,HDFC,Failed,0,Android
TXN002385,2023-12-13,23:48:23,2023-12-13 23:48:23,Wallet Load,U0114,,,,2000.0,Wallet,Yes Bank,Success,0,Web
TXN002386,2023-09-27,06:02:09,2023-09-27 06:02:09,P2P,U0201,U0073,,,385.12,UPI,Axis,Success,0,Android
TXN002387,2024-12-09,22:45:26,2024-12-09 22:45:26,Bill Payment,U0070,,M060,Insurance,1291.53,UPI,SBI,Success,0,Android
TXN002388,2023-01-14,12:18:02,2023-01-14 12:18:02,P2P,U0114,U0177,,,9957.67,UPI,Yes Bank,Success,0,Android
TXN002389,2023-09-15,21:13:07,2023-09-15 21:13:07,P2P,U0287,U0072,,,5539.02,UPI,Bank of Baroda,Success,0,iOS
TXN002390,2023-09-12,06:30:24,2023-09-12 06:30:24,Wallet Load,U0091,,,,5000.0,UPI,HDFC,Success,0,Android
TXN002391,2023-02-17,05:59:43,2023-02-17 05:59:43,Recharge,U0204,,M015,Travel,19.0,UPI,Bank of Baroda,Success,0,Android
TXN002392,2023-04-10,06:07:08,2023-04-10 06:07:08,P2M,U0210,,M004,Fuel,445.21,Wallet,PNB,Success,0,Android
TXN002393,2023-04-09,18:17:24,2023-04-09 18:17:24,P2P,U0090,U0103,,,9836.91,UPI Lite,Yes Bank,Success,0,Android
TXN002394,2023-07-25,10:29:14,2023-07-25 10:29:14,P2M,U0065,,M004,Fuel,2068.13,UPI Lite,Yes Bank,Success,1,Android
TXN002395,2024-07-17,10:32:59,2024-07-17 10:32:59,Bill Payment,U0115,,M034,Shopping,1697.87,Wallet,Bank of Baroda,Success,0,iOS
TXN002396,2024-10-23,20:51:31,2024-10-23 20:51:31,Recharge,U0226,,M054,Grocery,149.0,Wallet,Canara,Success,0,iOS
TXN002397,2023-10-12,05:49:12,2023-10-12 05:49:12,P2P,U0046,U0171,,,2404.15,UPI Lite,ICICI,Success,0,iOS
TXN002398,2024-10-18,14:21:35,2024-10-18 14:21:35,Wallet Load,U0159,,,,1000.0,UPI,Kotak,Success,0,Android
TXN002399,2023-11-15,07:49:40,2023-11-15 07:49:40,Wallet Load,U0043,,,,1000.0,UPI,Kotak,Success,0,Web
TXN002400,2023-05-23,08:27:14,2023-05-23 08:27:14,Bill Payment,U0065,,M059,Grocery,3407.26,UPI,Yes Bank,Success,0,Android
TXN002401,2023-04-29,13:28:01,2023-04-29 13:28:01,Recharge,U0199,,M045,Healthcare,399.0,Wallet,Canara,Success,0,Web
TXN002402,2024-10-24,00:02:47,2024-10-24 00:02:47,Wallet Load,U0227,,,,1000.0,UPI Lite,ICICI,Success,0,iOS
TXN002403,2023-03-04,12:59:38,2023-03-04 12:59:38,P2M,U0151,,M061,Entertainment,753.91,UPI Lite,Canara,Success,0,Android
TXN002404,2023-08-24,14:04:19,2023-08-24 14:04:19,P2P,U0212,U0056,,,8072.45,Wallet,Bank of Baroda,Success,0,Web
TXN002405,2023-09-01,06:36:06,2023-09-01 06:36:06,Wallet Load,U0065,,,,200.0,UPI,Yes Bank,Success,0,Android
TXN002406,2023-03-27,19:10:36,2023-03-27 19:10:36,P2M,U0215,,M049,Entertainment,866.76,UPI Lite,HDFC,Success,0,Android
TXN002407,2024-03-22,11:38:45,2024-03-22 11:38:45,P2M,U0183,,M021,Insurance,18167.4,Wallet,Yes Bank,Failed,1,iOS
TXN002408,2023-03-20,12:10:51,2023-03-20 12:10:51,P2M,U0145,,M012,Grocery,2345.96,UPI,SBI,Success,0,Android
TXN002409,2024-10-27,18:53:28,2024-10-27 18:53:28,P2P,U0076,U0238,,,2528.32,UPI,Axis,Success,0,Android
TXN002410,2024-01-26,10:49:28,2024-01-26 10:49:28,P2M,U0148,,M065,Food & Beverages,709.59,UPI Lite,ICICI,Success,0,Android
TXN002411,2023-11-11,16:34:36,2023-11-11 16:34:36,P2M,U0215,,M069,Shopping,380.95,UPI,HDFC,Success,0,Android
TXN002412,2023-05-06,01:13:03,2023-05-06 01:13:03,P2P,U0052,U0023,,,1858.36,Wallet,HDFC,Success,0,Android
TXN002413,2023-05-25,20:23:25,2023-05-25 20:23:25,Bill Payment,U0143,,M011,Shopping,4050.31,UPI,Bank of Baroda,Success,0,Android
TXN002414,2024-02-15,00:37:51,2024-02-15 00:37:51,P2M,U0160,,M079,Insurance,37326.72,UPI,Axis,Success,0,Android
TXN002415,2023-02-15,09:39:52,2023-02-15 09:39:52,P2P,U0259,U0198,,,576.07,UPI,ICICI,Success,0,Web
TXN002416,2024-04-28,19:39:13,2024-04-28 19:39:13,P2P,U0229,U0282,,,8289.32,UPI,HDFC,Success,0,Android
TXN002417,2023-08-20,07:39:20,2023-08-20 07:39:20,Recharge,U0017,,M002,Grocery,149.0,Wallet,Yes Bank,Failed,0,iOS
TXN002418,2023-12-29,10:42:09,2023-12-29 10:42:09,P2P,U0255,U0051,,,5917.46,UPI Lite,Bank of Baroda,Success,0,Android
TXN002419,2023-05-01,20:22:19,2023-05-01 20:22:19,Bill Payment,U0054,,M050,Recharge & Bills,4443.71,Wallet,SBI,Success,0,iOS
TXN002420,2024-03-27,22:10:46,2024-03-27 22:10:46,P2M,U0027,,M065,Food & Beverages,266.03,UPI Lite,Bank of Baroda,Success,0,Android
TXN002421,2023-03-01,20:09:15,2023-03-01 20:09:15,P2M,U0187,,M002,Grocery,1960.32,UPI,Kotak,Success,0,Android
TXN002422,2023-05-10,07:11:03,2023-05-10 07:11:03,P2P,U0062,U0012,,,4751.86,UPI Lite,Canara,Success,0,iOS
TXN002423,2023-12-30,11:49:00,2023-12-30 11:49:00,P2M,U0002,,M061,Entertainment,292.64,UPI,SBI,Success,0,Android
TXN002424,2023-01-22,08:27:27,2023-01-22 08:27:27,Wallet Load,U0055,,,,1000.0,UPI Lite,HDFC,Success,0,Android
TXN002425,2024-06-09,17:19:33,2024-06-09 17:19:33,P2M,U0080,,M017,Grocery,2702.52,UPI Lite,PNB,Success,0,Web
TXN002426,2024-01-12,20:07:29,2024-01-12 20:07:29,P2M,U0252,,M016,Grocery,1699.33,Wallet,PNB,Success,0,iOS
TXN002427,2023-08-11,18:15:51,2023-08-11 18:15:51,P2M,U0055,,M001,Travel,2894.51,UPI Lite,HDFC,Success,0,Android
TXN002428,2023-05-12,19:44:37,2023-05-12 19:44:37,Bill Payment,U0239,,M065,Food & Beverages,351.09,UPI Lite,IDFC First,Success,0,iOS
TXN002429,2023-05-25,15:26:50,2023-05-25 15:26:50,P2P,U0070,U0110,,,8769.57,UPI,SBI,Success,0,Android
TXN002430,2024-10-19,19:39:26,2024-10-19 19:39:26,P2P,U0197,U0196,,,5537.29,Wallet,Bank of Baroda,Success,0,iOS
TXN002431,2024-04-26,08:51:38,2024-04-26 08:51:38,P2P,U0227,U0183,,,709.62,UPI,ICICI,Success,0,Android
TXN002432,2024-08-04,10:18:55,2024-08-04 10:18:55,Wallet Load,U0187,,,,5000.0,UPI,Kotak,Failed,0,Android
TXN002433,2024-10-01,14:14:50,2024-10-01 14:14:50,P2P,U0060,U0209,,,8951.76,UPI,HDFC,Success,0,Android
TXN002434,2023-10-10,17:03:15,2023-10-10 17:03:15,Wallet Load,U0112,,,,200.0,UPI Lite,IDFC First,Success,0,Android
TXN002435,2024-06-29,21:26:41,2024-06-29 21:26:41,P2M,U0081,,M037,Insurance,42502.46,UPI Lite,Canara,Failed,1,iOS
TXN002436,2024-01-26,23:51:18,2024-01-26 23:51:18,P2M,U0148,,M070,Entertainment,1297.39,Wallet,ICICI,Success,0,Web
TXN002437,2023-06-27,14:01:51,2023-06-27 14:01:51,Bill Payment,U0039,,M002,Grocery,1718.69,UPI,HDFC,Success,0,Android
TXN002438,2024-07-08,19:38:48,2024-07-08 19:38:48,P2P,U0244,U0187,,,7648.32,Wallet,Yes Bank,Success,0,iOS
TXN002439,2024-12-27,19:03:00,2024-12-27 19:03:00,P2M,U0126,,M030,Grocery,2069.69,Wallet,PNB,Success,0,Android
TXN002440,2024-11-14,21:02:49,2024-11-14 21:02:49,P2P,U0167,U0009,,,8210.84,Wallet,Bank of Baroda,Success,0,Android
TXN002441,2024-09-19,21:23:06,2024-09-19 21:23:06,Bill Payment,U0080,,M063,Insurance,2626.71,Wallet,PNB,Success,0,iOS
TXN002442,2023-09-07,06:58:18,2023-09-07 06:58:18,P2P,U0242,U0127,,,5540.5,UPI,Yes Bank,Success,0,Android
TXN002443,2023-03-18,11:48:38,2023-03-18 11:48:38,Bill Payment,U0230,,M064,Insurance,1781.68,UPI Lite,Yes Bank,Success,0,Android
TXN002444,2023-07-21,15:14:42,2023-07-21 15:14:42,P2M,U0260,,M013,Recharge & Bills,406.23,UPI Lite,Kotak,Success,0,Android
TXN002445,2023-10-25,18:12:23,2023-10-25 18:12:23,Bill Payment,U0237,,M021,Insurance,1290.0,Wallet,ICICI,Success,0,iOS
TXN002446,2023-12-26,07:02:28,2023-12-26 07:02:28,P2M,U0190,,M036,Food & Beverages,384.45,UPI,PNB,Success,0,Android
TXN002447,2023-12-27,06:42:09,2023-12-27 06:42:09,P2P,U0105,U0032,,,8277.76,Wallet,Axis,Success,0,iOS
TXN002448,2024-08-07,14:11:53,2024-08-07 14:11:53,Bill Payment,U0247,,M069,Shopping,4975.56,UPI Lite,IDFC First,Success,0,iOS
TXN002449,2023-06-27,07:16:41,2023-06-27 07:16:41,P2P,U0250,U0163,,,3103.61,UPI,Axis,Success,0,iOS
TXN002450,2023-09-09,21:43:07,2023-09-09 21:43:07,P2M,U0038,,M039,Recharge & Bills,551.93,Wallet,Canara,Success,0,Android
TXN002451,2023-11-03,08:39:23,2023-11-03 08:39:23,P2M,U0171,,M034,Shopping,6210.51,UPI,SBI,Success,0,iOS
TXN002452,2023-12-15,12:16:43,2023-12-15 12:16:43,P2P,U0265,U0154,,,9970.47,Wallet,Kotak,Success,0,Android
TXN002453,2023-02-22,12:06:51,2023-02-22 12:06:51,P2M,U0194,,M027,Healthcare,804.7,Wallet,Kotak,Success,0,Android
TXN002454,2023-04-18,11:16:34,2023-04-18 11:16:34,P2M,U0206,,M061,Entertainment,684.6,UPI Lite,SBI,Success,0,Android
TXN002455,2024-11-26,21:10:29,2024-11-26 21:10:29,P2M,U0244,,M078,Travel,971.35,Wallet,Yes Bank,Success,0,Android
TXN002456,2024-06-11,17:22:16,2024-06-11 17:22:16,Wallet Load,U0202,,,,2000.0,UPI,Yes Bank,Success,0,iOS
TXN002457,2024-09-04,05:14:21,2024-09-04 05:14:21,Bill Payment,U0121,,M034,Shopping,228.93,UPI Lite,HDFC,Success,0,Web
TXN002458,2023-11-21,18:19:21,2023-11-21 18:19:21,P2M,U0075,,M061,Entertainment,380.02,Wallet,Canara,Failed,0,Android
TXN002459,2024-06-13,13:53:12,2024-06-13 13:53:12,P2M,U0132,,M002,Grocery,1079.96,Wallet,IDFC First,Success,0,Android
TXN002460,2023-09-25,09:30:25,2023-09-25 09:30:25,P2M,U0238,,M064,Insurance,35678.66,UPI,Canara,Success,0,Android
TXN002461,2023-04-25,07:18:33,2023-04-25 07:18:33,Recharge,U0124,,M068,Travel,199.0,Wallet,IDFC First,Success,0,Android
TXN002462,2023-05-21,00:20:03,2023-05-21 00:20:03,P2M,U0067,,M059,Grocery,2240.2,UPI Lite,PNB,Success,0,Android
TXN002463,2024-05-20,20:09:28,2024-05-20 20:09:28,P2P,U0039,U0238,,,8309.82,Wallet,HDFC,Failed,0,Android
TXN002464,2023-05-08,16:17:47,2023-05-08 16:17:47,Wallet Load,U0055,,,,1000.0,Wallet,HDFC,Success,0,Android
TXN002465,2023-07-28,07:42:03,2023-07-28 07:42:03,Recharge,U0191,,M015,Travel,199.0,Wallet,SBI,Success,0,Android
TXN002466,2024-10-10,23:42:02,2024-10-10 23:42:02,P2P,U0192,U0090,,,9402.97,UPI Lite,Axis,Success,0,Android
TXN002467,2023-05-20,22:51:05,2023-05-20 22:51:05,P2M,U0092,,M024,Fuel,379.89,UPI Lite,Kotak,Pending,0,iOS
TXN002468,2023-07-28,15:46:05,2023-07-28 15:46:05,P2P,U0137,U0095,,,6802.15,UPI,HDFC,Success,0,Android
TXN002469,2024-11-19,23:58:52,2024-11-19 23:58:52,P2M,U0037,,M058,Entertainment,750.37,UPI,Kotak,Failed,0,Android
TXN002470,2023-01-26,13:15:56,2023-01-26 13:15:56,P2P,U0021,U0176,,,6868.25,UPI,Yes Bank,Success,0,Android
TXN002471,2023-08-06,05:17:44,2023-08-06 05:17:44,P2M,U0235,,M024,Fuel,985.27,UPI,ICICI,Success,0,iOS
TXN002472,2023-12-03,12:00:56,2023-12-03 12:00:56,P2M,U0289,,M036,Food & Beverages,643.41,UPI,Axis,Success,1,Web
TXN002473,2023-05-02,09:09:14,2023-05-02 09:09:14,P2P,U0204,U0167,,,2638.09,UPI Lite,Bank of Baroda,Failed,0,iOS
TXN002474,2024-06-26,20:04:57,2024-06-26 20:04:57,Recharge,U0282,,M042,Shopping,49.0,UPI Lite,Canara,Success,0,Android
TXN002475,2024-10-30,21:32:23,2024-10-30 21:32:23,P2P,U0081,U0253,,,1842.81,UPI Lite,Canara,Success,0,Android
TXN002476,2024-08-22,22:39:21,2024-08-22 22:39:21,P2M,U0179,,M007,Education,6320.07,UPI,HDFC,Success,0,iOS
TXN002477,2024-10-02,01:38:38,2024-10-02 01:38:38,Bill Payment,U0232,,M051,Healthcare,3300.23,UPI,IDFC First,Success,0,Android
TXN002478,2024-04-29,05:33:10,2024-04-29 05:33:10,P2M,U0106,,M076,Grocery,1569.91,UPI Lite,ICICI,Success,0,Android
TXN002479,2023-12-04,18:10:26,2023-12-04 18:10:26,P2M,U0001,,M065,Food & Beverages,698.6,UPI Lite,ICICI,Success,0,Android
TXN002480,2024-02-28,19:28:20,2024-02-28 19:28:20,P2M,U0212,,M003,Healthcare,931.27,UPI,Bank of Baroda,Success,0,Android
TXN002481,2023-05-09,20:40:25,2023-05-09 20:40:25,Recharge,U0088,,M077,Entertainment,19.0,UPI,IDFC First,Success,0,Web
TXN002482,2023-08-06,02:07:26,2023-08-06 02:07:26,Bill Payment,U0154,,M031,Grocery,3174.54,UPI Lite,Bank of Baroda,Success,0,Web
TXN002483,2023-05-30,11:07:38,2023-05-30 11:07:38,P2M,U0089,,M021,Insurance,17750.55,UPI,Canara,Success,0,Android
TXN002484,2024-09-17,13:00:38,2024-09-17 13:00:38,P2P,U0079,U0192,,,9063.39,UPI,HDFC,Success,0,Android
TXN002485,2023-09-13,04:49:01,2023-09-13 04:49:01,Recharge,U0116,,M044,Recharge & Bills,199.0,UPI Lite,Bank of Baroda,Success,0,iOS
TXN002486,2024-03-06,14:28:00,2024-03-06 14:28:00,P2P,U0208,U0298,,,5067.72,Wallet,SBI,Success,0,iOS
TXN002487,2023-05-06,23:38:58,2023-05-06 23:38:58,P2P,U0100,U0126,,,1967.84,UPI,Axis,Success,0,Android
TXN002488,2024-02-22,09:55:47,2024-02-22 09:55:47,P2P,U0219,U0068,,,122.06,UPI Lite,SBI,Success,0,iOS
TXN002489,2024-09-04,13:41:26,2024-09-04 13:41:26,P2M,U0119,,M016,Grocery,553.71,UPI,IDFC First,Success,0,iOS
TXN002490,2024-11-10,07:05:15,2024-11-10 07:05:15,P2P,U0171,U0202,,,3164.92,UPI Lite,SBI,Success,0,Android
TXN002491,2023-11-08,20:17:17,2023-11-08 20:17:17,P2P,U0074,U0125,,,9671.46,Wallet,Canara,Success,0,Android
TXN002492,2023-01-12,13:31:21,2023-01-12 13:31:21,P2M,U0143,,M021,Insurance,3745.54,Wallet,Bank of Baroda,Success,0,Android
TXN002493,2024-09-10,21:59:06,2024-09-10 21:59:06,P2M,U0230,,M044,Recharge & Bills,658.92,Wallet,Yes Bank,Success,0,Android
TXN002494,2024-07-15,05:15:16,2024-07-15 05:15:16,Bill Payment,U0052,,M062,Shopping,1987.41,Wallet,HDFC,Success,0,iOS
TXN002495,2024-01-31,02:46:46,2024-01-31 02:46:46,P2M,U0164,,M020,Fuel,2103.01,Wallet,Bank of Baroda,Success,0,Android
TXN002496,2023-04-04,13:38:24,2023-04-04 13:38:24,Recharge,U0014,,M080,Travel,399.0,UPI,HDFC,Success,0,Android
TXN002497,2023-09-02,23:34:34,2023-09-02 23:34:34,P2M,U0082,,M069,Shopping,7238.61,UPI,ICICI,Success,0,Android
TXN002498,2023-10-03,10:42:10,2023-10-03 10:42:10,P2P,U0182,U0118,,,8607.6,UPI,PNB,Success,0,Android
TXN002499,2023-03-23,14:35:58,2023-03-23 14:35:58,Bill Payment,U0072,,M013,Recharge & Bills,2993.06,UPI Lite,ICICI,Success,0,iOS
TXN002500,2023-12-25,01:34:43,2023-12-25 01:34:43,P2M,U0227,,M063,Insurance,45907.61,UPI Lite,ICICI,Failed,1,Web
TXN002501,2023-03-14,13:33:19,2023-03-14 13:33:19,P2M,U0129,,M017,Grocery,629.31,Wallet,Yes Bank,Success,0,Android
TXN002502,2024-07-25,15:10:21,2024-07-25 15:10:21,Bill Payment,U0277,,M015,Travel,3035.36,UPI,Bank of Baroda,Failed,0,Android
TXN002503,2024-05-07,11:29:57,2024-05-07 11:29:57,P2M,U0253,,M006,Travel,6585.05,UPI,Axis,Success,0,iOS
TXN002504,2023-10-06,01:00:55,2023-10-06 01:00:55,Bill Payment,U0286,,M056,Healthcare,1900.59,UPI,ICICI,Success,0,Android
TXN002505,2023-08-02,13:11:57,2023-08-02 13:11:57,P2M,U0278,,M038,Healthcare,4804.17,UPI Lite,Kotak,Success,0,Android
TXN002506,2024-07-27,20:33:10,2024-07-27 20:33:10,Bill Payment,U0270,,M068,Travel,1122.11,Wallet,PNB,Success,0,iOS
TXN002507,2023-05-14,12:28:06,2023-05-14 12:28:06,Bill Payment,U0245,,M018,Insurance,2141.75,UPI Lite,ICICI,Success,0,Android
TXN002508,2024-12-18,16:11:38,2024-12-18 16:11:38,P2M,U0300,,M022,Shopping,3026.82,Wallet,ICICI,Success,0,iOS
TXN002509,2023-05-04,12:25:18,2023-05-04 12:25:18,P2P,U0300,U0201,,,1729.29,Wallet,ICICI,Success,0,Android
TXN002510,2024-05-30,12:02:43,2024-05-30 12:02:43,P2P,U0094,U0181,,,7306.89,Wallet,Canara,Failed,0,Android
TXN002511,2024-03-05,02:47:56,2024-03-05 02:47:56,Recharge,U0154,,M058,Entertainment,99.0,UPI Lite,Bank of Baroda,Success,0,iOS
TXN002512,2024-09-07,21:04:48,2024-09-07 21:04:48,Recharge,U0007,,M012,Grocery,99.0,Wallet,HDFC,Success,0,Android
TXN002513,2023-01-11,10:37:40,2023-01-11 10:37:40,P2M,U0090,,M077,Entertainment,116.02,UPI Lite,Yes Bank,Success,0,Android
TXN002514,2023-11-06,12:36:51,2023-11-06 12:36:51,P2P,U0228,U0021,,,1387.07,Wallet,Kotak,Success,0,iOS
TXN002515,2023-05-24,18:43:45,2023-05-24 18:43:45,P2P,U0298,U0185,,,4331.57,Wallet,Kotak,Success,0,Android
TXN002516,2024-08-13,12:14:24,2024-08-13 12:14:24,P2P,U0119,U0039,,,546.53,UPI,IDFC First,Success,0,Android
TXN002517,2023-05-05,12:37:14,2023-05-05 12:37:14,Bill Payment,U0276,,M080,Travel,1052.66,Wallet,SBI,Success,0,Android
TXN002518,2024-10-23,21:44:55,2024-10-23 21:44:55,Wallet Load,U0114,,,,1000.0,UPI,Yes Bank,Success,0,Android
TXN002519,2024-05-26,22:03:50,2024-05-26 22:03:50,P2P,U0271,U0074,,,4640.97,Wallet,Yes Bank,Success,0,Android
TXN002520,2023-12-05,14:15:28,2023-12-05 14:15:28,P2P,U0215,U0029,,,4766.32,Wallet,HDFC,Success,0,Android
TXN002521,2023-09-10,20:57:38,2023-09-10 20:57:38,Bill Payment,U0182,,M002,Grocery,270.68,UPI,PNB,Success,0,Android
TXN002522,2024-10-27,22:54:08,2024-10-27 22:54:08,P2M,U0228,,M055,Shopping,5340.47,UPI,Kotak,Success,0,iOS
TXN002523,2023-12-05,02:04:25,2023-12-05 02:04:25,P2P,U0133,U0145,,,7139.89,UPI,Axis,Success,0,iOS
TXN002524,2024-08-04,15:52:13,2024-08-04 15:52:13,P2M,U0142,,M037,Insurance,6257.06,Wallet,Bank of Baroda,Success,0,iOS
TXN002525,2024-11-25,14:52:41,2024-11-25 14:52:41,P2M,U0186,,M062,Shopping,7617.97,UPI Lite,HDFC,Failed,1,Android
TXN002526,2023-02-04,22:54:53,2023-02-04 22:54:53,P2M,U0150,,M024,Fuel,1983.92,UPI,Yes Bank,Success,0,Android
TXN002527,2023-12-09,19:55:30,2023-12-09 19:55:30,Recharge,U0052,,M066,Grocery,999.0,UPI,HDFC,Success,0,iOS
TXN002528,2024-06-25,15:14:00,2024-06-25 15:14:00,P2M,U0290,,M025,Entertainment,341.41,Wallet,Bank of Baroda,Failed,0,Android
TXN002529,2024-01-21,10:01:46,2024-01-21 10:01:46,P2M,U0137,,M035,Travel,1350.99,Wallet,HDFC,Success,0,iOS
TXN002530,2023-12-15,11:10:02,2023-12-15 11:10:02,Bill Payment,U0257,,M050,Recharge & Bills,2948.48,UPI,Yes Bank,Success,0,Android
TXN002531,2023-10-21,23:45:26,2023-10-21 23:45:26,Recharge,U0275,,M048,Recharge & Bills,149.0,UPI,Canara,Success,0,Android
TXN002532,2024-02-05,13:40:28,2024-02-05 13:40:28,P2M,U0144,,M060,Insurance,9061.35,UPI,Axis,Success,0,iOS
TXN002533,2023-09-21,05:37:12,2023-09-21 05:37:12,Wallet Load,U0002,,,,2000.0,Wallet,SBI,Success,0,Android
TXN002534,2024-07-17,23:43:38,2024-07-17 23:43:38,P2M,U0138,,M023,Healthcare,547.71,UPI Lite,HDFC,Success,0,Android
TXN002535,2024-01-06,11:05:47,2024-01-06 11:05:47,Recharge,U0017,,M075,Healthcare,149.0,Wallet,Yes Bank,Success,0,iOS
TXN002536,2023-08-17,01:06:03,2023-08-17 01:06:03,P2P,U0251,U0211,,,7383.54,UPI Lite,SBI,Success,0,Web
TXN002537,2023-11-04,17:19:02,2023-11-04 17:19:02,P2M,U0142,,M028,Travel,6964.14,UPI,Bank of Baroda,Success,0,Android
TXN002538,2023-11-18,15:16:07,2023-11-18 15:16:07,P2M,U0180,,M054,Grocery,917.94,Wallet,Kotak,Success,0,iOS
TXN002539,2024-11-16,06:40:06,2024-11-16 06:40:06,P2M,U0035,,M048,Recharge & Bills,692.21,UPI Lite,ICICI,Success,0,iOS
